web_scraper_order,web_scraper_start_url,containers,brand,yrear,price,address,owner
"1765295299-117","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-136720","Hyundai Sonata 2014 Dakar","Année: 2014","30 000 F CFA","Hann Maristes                    
                
                                    
                        Dakar","Babs Motos,  Scooters"
"1765295302-118","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-136739","Ford Edge 2018 Dakar","Année: 2018","60 000 F CFA","Grand-Yoff                    
                
                                    
                        Dakar","Atlantic  auto"
"1765295305-119","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/isuzu/camionnette/annonce-136731","Isuzu CAMIONNETTE 2010 Dakar","Année: 2010","35 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","NAWANAM SUARL"
"1765295308-120","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/camion-frigo-meldium-220cdi/annonce-136730","Renault Camion-Frigo-meldium-220CDI 2010 Dakar","Année: 2010","50 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","NAWANAM SUARL"
"1765295311-121","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/premium-270-dci-frigo/annonce-136729","Renault premium-270-dci-frigo 2010 Dakar","Année: 2010","70 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","NAWANAM SUARL"
"1765295314-122","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chevrolet/cruze/annonce-136931","Chevrolet Cruze 2013 Dakar","Année: 2013","25 000 F CFA","Sicap Sacré Coeur                    
                
                                    
                        Dakar","Amadou  gaye"
"1765295317-123","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-136615","Hyundai Elantra 2015 Dakar","Année: 2015","30 000 F CFA","Médina                    
                
                                    
                        Dakar","SEN  BAZAR"
"1765295320-124","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/accent/annonce-137025","Hyundai Accent 2020 Dakar","Année: 2020","50 000 F CFA","Mbour                    
                
                                    
                        Thiès","Yva Ndour"
"1765295325-125","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-137027","Ford Edge 2015 Dakar","Année: 2015","45 000 F CFA","Point-E                    
                
                                    
                        Dakar","TECHZONE ."
"1765295329-126","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/espace/annonce-137029","Renault Espace 2019 Dakar","Année: 2019","10 000 F CFA","Ouakam                    
                
                                    
                        Dakar","Boutik Promo"
"1765295332-127","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/atos/annonce-137030","Hyundai Atos 2019 Dakar","Année: 2019","30 000 F CFA","Liberté 6                    
                
                                    
                        Dakar","Car Service Dakar"
"1765295334-128","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/escape-se/annonce-137028","Ford ESCAPE-SE 2019 Dakar","Année: 2019","35 000 F CFA","Cité Keur gorgui                    
                
                                    
                        Dakar","Madiba Auto rent"
"1765295337-129","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sorento/annonce-137032","Kia Sorento 2020 Dakar","Année: 2020","40 000 F CFA","Yoff                    
                
                                    
                        Dakar","Abdia ..."
"1765295340-130","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/explorer/annonce-137037","Ford Explorer 2019 Dakar","Année: 2019","60 000 F CFA","Yoff                    
                
                                    
                        Dakar","A vos  services"
"1765295343-131","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-137036","Hyundai Elantra 2014 Dakar","Année: 2014","30 000 F CFA","Médina                    
                
                                    
                        Dakar","SEN  BAZAR"
"1765295346-132","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137035","Ford Fusion 2015 Dakar","Année: 2015","30 000 F CFA","Médina                    
                
                                    
                        Dakar","SEN  BAZAR"
"1765295349-133","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/titanium/annonce-137034","Ford titanium 2020 Dakar","Année: 2020","40 000 F CFA","Médina                    
                
                                    
                        Dakar","BS Auto"
"1765295352-134","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137033","Ford Fusion 2020 Dakar","Année: 2020","35 000 F CFA","Biscuiterie                    
                
                                    
                        Dakar","Evrad  Peter"
"1765295355-135","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/bmw/serie-5/annonce-137054","Bmw Serie 5 2014 Dakar","Année: 2014","70 000 F CFA","Virage                    
                
                                    
                        Dakar","Coulibaly  Mamadou"
"1765295358-136","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/optima/annonce-137084","Kia Optima 2014 Dakar","Année: 2014","25 000 F CFA","Ouakam                    
                
                                    
                        Dakar","Valer NDOUBA"
"1765295361-137","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137304","Ford Fusion 2013 Dakar","1 km","30 000 F CFA","Point-E                    
                
                                    
                        Dakar","TECHZONE ."
"1765295364-138","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/citroen/ds4/annonce-137347","Citroen Ds4 2014 Dakar","Année: 2014","30 000 F CFA","Guédiawaye                    
                
                                    
                        Dakar","unicar UNICAR"
"1765295367-139","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/minibus/annonce-137402","Ford Minibus 2015 Dakar","Année: 2015","75 000 F CFA","Médina                    
                
                                    
                        Dakar","Kena Impact  Groupes"
"1765295370-140","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mitsubishi/asx/annonce-137678","Mitsubishi Asx 2014 Dakar","Année: 2014","40 000 F CFA","Ouest Foire                    
                
                                    
                        Dakar","Rent Auto"
"1765295373-141","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-137868","Kia Sportage 2012 Dakar","Année: 2012","35 000 F CFA","Almadies                    
                
                                    
                        Dakar","Moustapha SAMBA"
"1765295376-142","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/rogue-sl-awd/annonce-137867","Nissan ROGUE-SL-AWD 2015 Dakar","Année: 2015","35 000 F CFA","Thiès                    
                
                                    
                        Thiès","AlfaBusinessGroup BARRY"
"1765295378-143","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138103","Hyundai Elantra 2013 Dakar","Année: 2013","19 500 F CFA","Nord Foire                    
                
                                    
                        Dakar","Mouhamed Diallo"
"1765295381-144","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/starex-12-places/annonce-138259","Hyundai Starex-12-places 2020 Dakar","Année: 2020","50 000 F CFA","Pikine Ouest                    
                
                                    
                        Dakar","David  Niang"
"1765295387-145","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-138372","Hyundai Sonata 2014 Dakar","Année: 2014","37 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","DRT Automobile"
"1765295390-146","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-138371","Hyundai Sonata 2014 Dakar","Année: 2014","35 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","DRT Automobile"
"1765295393-147","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-138395","Kia Sportage 2015 Dakar","Année: 2015","25 000 F CFA","Almadies                    
                
                                    
                        Dakar","Moustapha SAMBA"
"1765295396-148","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-138438","Ford Fusion 2014 Dakar","10000 km","30 000 F CFA","Médina                    
                
                                    
                        Dakar","Bakay Samassa"
"1765295399-149","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/verso/annonce-138493","Toyota Verso 2014 Dakar","Année: 2014","25 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1765295402-150","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138492","Hyundai Elantra 2015 Dakar","Année: 2015","20 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1765295405-151","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138491","Hyundai Elantra 2015 Dakar","Année: 2015","20 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1765295408-152","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/rav-4/annonce-138490","Toyota Rav 4 2020 Dakar","Année: 2020","35 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1765295411-153","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-138518","Ford Fusion 2015 Dakar","Année: 2015","35 000 F CFA","Cité Keur gorgui                    
                
                                    
                        Dakar","Pape  Cheikh automobile"
"1765295414-154","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fiesta/annonce-138548","Ford Fiesta 2014 Dakar","Année: 2014","30 000 F CFA","Sangalkam                    
                
                                    
                        Dakar","Medoune Ndiaye"
"1765295417-155","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/peugeot/308/annonce-138621","Peugeot 308 2013 Dakar","Année: 2013","30 000 F CFA","Grand-Yoff                    
                
                                    
                        Dakar","Chic Drive"
"1765295420-156","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/citroen/berlingo/annonce-138611","Citroen Berlingo 2014 Dakar","Année: 2014","20 000 F CFA","Médina                    
                
                                    
                        Dakar","Chasseur  Automobile"
"1765295423-157","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mazda/cx-5/annonce-139588","Mazda Cx-5 2016 Dakar","Année: 2016","50 000 F CFA","Ouest Foire                    
                
                                    
                        Dakar","Mouhamed  Sene"
"1765295426-158","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-139552","Ford Fusion 2016 Dakar","Année: 2016","30 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","Gallas  FAYE"
"1765295429-159","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/avante/annonce-139587","Hyundai Avante 2015 Dakar","Année: 2015","30 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","Mouhamed  Sene"
"1765295432-160","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-139586","Ford Fusion 2014 Dakar","Année: 2014","30 000 F CFA","Médina                    
                
                                    
                        Dakar","Mouhamed  Sene"
"1765295435-161","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/jeep/grand-cherokee/annonce-139585","Jeep grand-cherokee 2016 Dakar","60000 km","60 000 F CFA","Cambérène                    
                
                                    
                        Dakar","Mouhamed  Sene"
"1765295438-162","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-139584","Ford Edge 2017 Dakar","50000 km","45 000 F CFA","Guédiawaye                    
                
                                    
                        Dakar","Mouhamed  Sene"
"1765295441-163","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/scape/annonce-139745","Ford scape 2013 Dakar","Année: 2013","4 500 000 F CFA","Guédiawaye                    
                
                                    
                        Dakar","TERANGUA  BII"
"1765295444-164","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/escape-se/annonce-139746","Ford ESCAPE-SE 2013 Dakar","Année: 2013","30 000 F CFA","Guédiawaye                    
                
                                    
                        Dakar","TERANGUA  BII"
